date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:43	14544/14544	---M--	200	added ('OK')	font/woff2	etag:%228fc0aa17e1291e522dc51c63869b051a%22	https://www.saasable.io/_next/static/media/875ae681bfde4580-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/875ae681bfde4580-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:43	9360/9360	---M--	200	added ('OK')	font/woff2	etag:%2275ae12b7d0d290534626028cad12724a%22	https://www.saasable.io/_next/static/media/51251f8b9793cdb3-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/51251f8b9793cdb3-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:44	8492/8492	---M--	200	added ('OK')	font/woff2	etag:%22aa01ffde85d9db48aab4b245e5e8f97a%22	https://www.saasable.io/_next/static/media/e857b654a2caa584-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/e857b654a2caa584-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:46	15240/15240	---M--	200	added ('OK')	font/woff2	etag:%22623714ac1d9949c8891464126e565fcb%22	https://www.saasable.io/_next/static/media/cc978ac5ee68c2b6-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/cc978ac5ee68c2b6-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:47	25908/25908	---M--	200	added ('OK')	font/woff2	etag:%2243828e14271c77b87e3ed582dbff9f74%22	https://www.saasable.io/_next/static/media/55c55f0601d81cf3-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/55c55f0601d81cf3-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:48	18820/18820	---M--	200	added ('OK')	font/woff2	etag:%22befd9c0fdfa3d8a645d5f95717ed6420%22	https://www.saasable.io/_next/static/media/26a46d62cd723877-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/26a46d62cd723877-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:48	11220/11220	---M--	200	added ('OK')	font/woff2	etag:%22e360c61c5bd8d90639fd4503c829c2dc%22	https://www.saasable.io/_next/static/media/97e0cb1ae144a2a9-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/97e0cb1ae144a2a9-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:49	19072/19072	---M--	200	added ('OK')	font/woff2	etag:%22f0b86e7c24f455280b8df606b89af891%22	https://www.saasable.io/_next/static/media/581909926a08bbc8-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/581909926a08bbc8-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:50	10280/10280	---M--	200	added ('OK')	font/woff2	etag:%22d54db44de5ccb18886ece2fda72bdfe0%22	https://www.saasable.io/_next/static/media/df0a9ae256c0569c-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/df0a9ae256c0569c-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
22:33:50	85272/85272	---M--	200	added ('OK')	font/woff2	etag:%2201ba6c2a184b8cba08b0d57167664d75%22	https://www.saasable.io/_next/static/media/8e9860b6e62d6359-s.woff2	C:/Users/suraj/Downloads/projects/saasable-pricing/www.saasable.io/_next/static/media/8e9860b6e62d6359-s.woff2	(from https://www.saasable.io/_next/static/css/c1547c68a956d61f.css)
